�ɺt�W��,����,����,�q�v�W��,IMDB�Τ�벼�ƶq,�w��,�W�u���,IMDB����,�q�vFB������,�y��,��a
Kirk Jones,170,41102171,What to Expect When You're Expecting?,57266,40000000,2012,5.7,14000,English,USA
Ethan Coen,341,60338891,Burn After Reading?,248468,37000000,2008,7,0,English,USA
Jennifer Flackett,139,48006503,Nim's Island?,28109,37000000,2008,6,0,English,USA
Ron Howard,393,26903709,Rush?,312629,38000000,2013,8.1,83000,English,UK
Paul Thomas Anderson,224,22450975,Magnolia?,241030,37000000,1999,8,13000,English,USA
Kevin Smith,203,44867349,Cop Out?,75347,37000000,2010,5.6,0,English,USA
Christian Ditter,148,46813366,How to Be Single?,39440,38000000,2016,6.1,15000,English,USA
Charles Martin Smith,131,72279690,Dolphin Tale?,17948,37000000,2011,6.9,0,English,USA
Catherine Hardwicke,350,191449475,Twilight?,348007,37000000,2008,5.2,19000,English,USA
Nick Cassavetes,129,71026631,John Q?,98899,36000000,2002,7,0,English,USA
Les Mayfield,40,68208190,Blue Streak?,60572,65000000,1999,6.3,0,English,USA
Rawson Marshall Thurber,289,150368971,We're the Millers?,316671,37000000,2013,7,35000,English,USA
Fedor Bondarchuk,14,,Obitaemyy ostrov?,4387,29500000,2009,5.3,240,Russian,Russia
Jonathan Mostow,72,50129186,Breakdown?,38399,36000000,1997,6.9,0,English,USA
Irvin Kershner,89,55500000,Never Say Never Again?,48636,36000000,1983,6.2,0,English,UK
Steve Pink,265,50213619,Hot Tub Time Machine?,139184,36000000,2010,6.4,12000,English,USA
Charles Martin Smith,54,42019483,Dolphin Tale 2?,6069,36000000,2014,6.4,0,English,USA
John Frankenheimer,126,23360779,Reindeer Games?,31113,34000000,2000,5.7,852,English,USA
F. Gary Gray,110,26183197,A Man Apart?,38348,36000000,2003,6.1,0,English,USA
Cameron Crowe,138,20991497,Aloha?,39778,37000000,2015,5.4,11000,English,USA
Rob Reiner,31,13052741,Ghosts of Mississippi?,8531,36000000,1996,6.7,591,English,USA
Scott Hicks,95,14378353,Snow Falling on Cedars?,12375,36000000,1999,6.8,846,English,USA
Mikael Håfström,267,33037754,The Rite?,75864,37000000,2011,6,23000,English,USA
Andrew Niccol,175,12339633,Gattaca?,220591,36000000,1997,7.8,17000,English,USA
Andrew Bergman,63,2954405,Isn't She Great?,1977,36000000,2000,5.3,133,English,USA
Kirk De Micco,85,30105968,Space Chimps?,8860,37000000,2008,4.5,279,English,USA
Chris Rock,44,37788228,Head of State?,15046,35200000,2003,5.4,638,English,USA
Todd Phillips,334,277313371,The Hangover?,583341,35000000,2009,7.8,24000,English,USA
Wilson Yip,78,2126511,Ip Man 3?,21912,36000000,2015,7.2,12000,Cantonese,Hong Kong
Jay Roach,199,205399422,Austin Powers: The Spy Who Shagged Me?,181225,33000000,1999,6.6,0,English,USA
Tim Burton,186,251188924,Batman?,269033,35000000,1989,7.6,12000,English,USA
Roland Joffé,77,1068392,There Be Dragons?,3865,36000000,2011,5.9,2000,English,Spain
Richard Donner,68,144731527,Lethal Weapon 3?,128010,35000000,1992,6.7,0,English,USA
John Lee Hancock,261,255950375,The Blind Side?,223127,29000000,2009,7.7,38000,English,USA
,5,,Rush Hour?            ,2185,,,5.8,0,English,USA
Robert Rodriguez,122,112692062,Spy Kids?,84325,35000000,2001,5.4,0,English,USA
Seth Gordon,340,117528646,Horrible Bosses?,353442,35000000,2011,6.9,31000,English,USA
Ethan Coen,493,171031347,True Grit?,240962,38000000,2010,7.7,36000,English,USA
David Frankel,208,124732962,The Devil Wears Prada?,286178,35000000,2006,6.8,0,English,USA
Robert Wise,134,82300000,Star Trek: The Motion Picture?,63330,35000000,1979,6.4,0,English,USA
Seth Gordon,275,134455175,Identity Thief?,97664,35000000,2013,5.7,17000,English,USA
Martin Scorsese,120,79100000,Cape Fear?,127503,35000000,1991,7.3,0,English,USA
Robert Luketic,144,81159365,21?,191470,35000000,2008,6.8,0,English,USA
Judd Apatow,332,110008260,Trainwreck?,94241,35000000,2015,6.3,25000,English,Japan
Kevin Rodney Sullivan,104,67962333,Guess Who?,33887,35000000,2005,5.9,919,English,USA
Anthony Minghella,116,78651430,The English Patient?,142067,27000000,1996,7.4,0,English,USA
Curtis Hanson,177,64604977,L.A. Confidential?,414219,35000000,1997,8.3,11000,English,USA
Mike Mitchell,127,63939454,Sky High?,61321,35000000,2005,6.2,0,English,USA
Frank Oz,83,63826569,In & Out?,32416,35000000,1997,6.3,0,English,USA
Roger Donaldson,97,60054449,Species?,61018,35000000,1995,5.8,0,English,USA
Wes Craven,256,26505000,A Nightmare on Elm Street?,149285,1800000,1984,7.5,10000,English,USA
Tarsem Singh,225,61280963,The Cell?,79877,33000000,2000,6.3,0,English,USA
Randall Wallace,83,56876365,The Man in the Iron Mask?,125219,35000000,1998,6.4,0,English,USA
Randall Wallace,160,59699513,Secretariat?,20827,35000000,2010,7.2,0,English,USA
Kevin Munroe,191,54132596,TMNT?,53786,34000000,2007,6.3,0,English,Hong Kong
Michael Tollin,74,52277485,Radio?,32370,35000000,2003,6.9,0,English,USA
Will Gluck,238,55802754,Friends with Benefits?,270228,35000000,2011,6.6,41000,English,USA
Nicholas Stoller,177,55291815,Neighbors 2: Sorority Rising?,28041,35000000,2016,6,0,English,USA
John Lee Hancock,405,83299761,Saving Mr. Banks?,117719,35000000,2013,7.5,39000,English,USA
Spike Lee,61,48169908,Malcolm X?,63923,33000000,1992,7.7,0,English,USA
Judd Apatow,285,67523385,This Is 40?,104005,35000000,2012,6.2,18000,English,USA
Walt Becker,124,49474048,Old Dogs?,31191,35000000,2009,5.4,0,English,USA
Patrick Tatopoulos,164,45802315,Underworld: Rise of the Lycans?,119974,35000000,2009,6.6,0,English,USA
Ken Kwapis,120,43792641,License to Wed?,32157,35000000,2007,5.3,913,English,USA
Dennis Dugan,90,57651794,The Benchwarmers?,40651,33000000,2006,5.6,0,English,USA
Gary David Goldberg,120,43894863,Must Love Dogs?,25883,30000000,2005,5.9,0,English,USA
Mike Newell,117,41954997,Donnie Brasco?,225122,35000000,1997,7.8,0,English,USA
Paul W.S. Anderson,226,39532308,Resident Evil?,198701,33000000,2002,6.7,0,English,UK
Tobe Hooper,223,76600000,Poltergeist?,105446,10700000,1982,7.4,11000,English,USA
Ethan Coen,193,39692139,The Ladykillers?,84131,35000000,2004,6.2,0,English,USA
John Moore,228,40687294,Max Payne?,107772,35000000,2008,5.4,0,English,Canada
Andrew Niccol,360,37553932,In Time?,304318,40000000,2011,6.7,52000,English,USA
Alan Poul,148,37481242,The Back-up Plan?,40654,35000000,2010,5.3,0,English,USA
Luke Greenfield,128,39026186,Something Borrowed?,48019,35000000,2011,5.9,13000,English,USA
,3,,Hit the Floor?            ,1641,,,7,265,English,USA
Gil Junger,46,33422806,Black Knight?,30771,50000000,2001,4.8,0,English,USA
Michael Ritchie,40,,The Bad News Bears?,16323,,1976,7.3,0,English,USA
Steven E. de Souza,63,33423521,Street Fighter?,53115,35000000,1994,3.8,0,English,Japan
Roman Polanski,193,32519322,The Pianist?,497946,35000000,2002,8.5,21000,English,France
Albert Hughes,208,31598308,From Hell?,124765,35000000,2001,6.8,0,English,USA
Catherine Hardwicke,122,37617947,The Nativity Story?,8143,30000000,2006,6.8,0,English,USA
Jaume Collet-Serra,228,32048809,House of Wax?,94456,30000000,2005,5.3,0,English,Australia
Mike Nichols,212,33987757,Closer?,168314,27000000,2004,7.3,12000,English,USA
Clint Eastwood,392,37304950,J. Edgar?,102728,35000000,2011,6.6,16000,English,USA
Alexandre Aja,208,30691439,Mirrors?,86205,35000000,2008,6.2,5000,English,USA
Michael Rymer,137,30307804,Queen of the Damned?,43991,35000000,2002,5.2,0,English,USA
Stephen Hopkins,119,30669413,Predator 2?,105478,35000000,1990,6.2,0,English,USA
Gregory Hoblit,195,28687835,Untraceable?,40964,35000000,2008,6.2,0,English,USA
Hugh Wilson,95,26494611,Blast from the Past?,48621,35000000,1999,6.6,0,English,USA
Mike Hodges,100,,Flash Gordon?,38017,20000000,1980,6.4,12000,English,UK
Kevin Smith,164,25266129,Jersey Girl?,54346,35000000,2004,6.2,0,English,USA
Rob Cohen,211,25863915,Alex Cross?,28257,35000000,2012,5.1,11000,English,USA
Clint Eastwood,91,25078937,Midnight in the Garden of Good and Evil?,31751,30000000,1997,6.6,0,English,USA
Scott Mann,44,,Heist?,16193,19000000,2015,6.1,0,English,USA
Susanna White,97,28995450,Nanny McPhee Returns?,19230,35000000,2010,6.1,0,English,UK
Danny DeVito,32,24276500,Hoffa?,17124,35000000,1992,6.6,949,English,USA
Chris Carter,270,20981633,The X Files: I Want to Believe?,78256,30000000,2008,5.9,0,English,USA
Tommy O'Haver,89,22913677,Ella Enchanted?,47800,35000000,2004,6.3,0,English,USA
Peter Landesman,219,34531832,Concussion?,44788,35000000,2015,7.1,23000,English,UK
John Singleton,180,28064226,Abduction?,65044,35000000,2011,5,13000,English,USA
Gary Chapman,93,19447478,Valiant?,15788,35000000,2005,5.6,538,English,UK
Curtis Hanson,173,19389454,Wonder Boys?,54643,55000000,2000,7.4,0,English,USA
Craig Mazin,121,25871834,Superhero Movie?,52052,35000000,2008,4.5,0,English,USA
Allen Hughes,298,19692608,Broken City?,63548,35000000,2013,6.2,0,English,USA
Wes Craven,158,19294901,Cursed?,26126,35000000,2005,5,0,English,USA
David Koepp,248,20275446,Premium Rush?,95274,35000000,2012,6.5,20000,English,USA
Anne Fletcher,155,34507079,Hot Pursuit?,34948,35000000,2015,5.1,0,English,USA
Shekhar Kapur,105,18306166,The Four Feathers?,28130,35000000,2002,6.5,0,English,UK
Taylor Hackford,224,17609982,Parker?,90046,35000000,2013,6.2,17000,English,USA
Richard Loncraine,129,16831505,Wimbledon?,51842,31000000,2004,6.3,0,English,UK
Roger Kumble,101,17596256,Furry Vengeance?,12399,35000000,2010,3.8,0,English,USA
Kimble Rendall,145,,Bait?,11482,30000000,2012,5.2,0,English,Australia
Peter Yates,57,,Krull?,23351,27000000,1983,6,0,English,UK
Robert Redford,227,14998070,Lions for Lambs?,41170,35000000,2007,6.2,0,English,USA
John Milius,13,14587732,Flight of the Intruder?,4795,35000000,1991,5.7,452,English,USA
Jake Kasdan,171,18317151,Walk Hard: The Dewey Cox Story?,55630,35000000,2007,6.7,0,English,USA
Lasse Hallström,119,11405825,The Shipping News?,28542,35000000,2001,6.8,0,English,USA
Les Mayfield,44,13264986,American Outlaws?,12077,35000000,2001,6,433,English,USA
Jean-Marc Vallée,188,10991381,The Young Victoria?,44931,35000000,2009,7.3,0,English,UK
Dominic Sena,166,10268846,Whiteout?,31918,35000000,2009,5.5,0,English,USA
Terrence Malick,584,13303319,The Tree of Life?,136367,32000000,2011,6.7,39000,English,USA
Hark Tsui,67,10076136,Knock Off?,11512,35000000,1998,4.8,471,English,Aruba
David Ayer,233,10499968,Sabotage?,47498,35000000,2014,5.7,10000,English,USA
Brian Helgeland,112,7659747,The Order?,14962,38000000,2003,5.1,704,English,USA
Lexi Alexander,151,7948159,Punisher: War Zone?,48999,35000000,2008,6,0,English,USA
Peter Hewitt,63,11631245,Zoom?,15015,35000000,2006,4.2,494,English,USA
Robert Zemeckis,335,10137502,The Walk?,77394,35000000,2015,7.4,24000,English,USA
Ronny Yu,24,6448817,Warriors of Virtue?,2189,35000000,1997,4.6,0,English,USA
Ridley Scott,147,7458269,A Good Year?,70698,35000000,2006,6.9,9000,English,USA
,51,,Luther?            ,70568,,,8.6,20000,English,UK
Richard Donner,10,4651977,Radio Flyer?,10410,35000000,1992,6.9,892,English,USA
Taylor Hackford,12,4496583,"Blood In, Blood Out?",23181,35000000,1993,8,6000,English,USA
Bille August,50,2221994,Smilla's Sense of Snow?,11747,35000000,1997,6.4,561,English,Denmark
Brian De Palma,149,6592103,Femme Fatale?,28584,35000000,2002,6.3,675,English,France
Moustapha Akkad,24,,Lion of the Desert?,9852,35000000,1980,8.4,0,English,Libya
Jean-Paul Rappeneau,28,1877179,The Horseman on the Roof?,4885,,1995,7.1,262,French,France
Ang Lee,95,630779,Ride with the Devil?,11101,35000000,1999,6.8,633,English,USA
Alejandro G. Iñárritu,288,5100937,Biutiful?,68885,,2010,7.5,29000,Spanish,Mexico
Roland Joffé,10,,The Lovers?,2138,,2015,4.5,677,English,Belgium
Joachim Rønning,58,,Bandidas?,28848,32000000,2006,5.7,0,English,France
Tony Kaye,,,Black Water Transit?,219,23000000,2009,7.2,26,English,USA
Wes Ball,297,102413606,The Maze Runner?,310903,34000000,2014,6.8,38000,English,USA
Ken Scott,90,10214013,Unfinished Business?,23072,35000000,2015,5.4,0,English,USA
Martin Scorsese,56,32000000,The Age of Innocence?,36267,30000000,1993,7.2,0,English,USA
Darren Aronofsky,274,10139254,The Fountain?,190990,35000000,2006,7.3,23000,English,USA
Hugh Johnson,68,11227940,Chill Factor?,8367,34000000,1999,5.2,120,English,USA
Simon West,98,183125,Stolen?,36914,35000000,2012,5.5,0,English,USA
Hayao Miyazaki,256,15081783,Ponyo?,85589,34000000,2008,7.7,0,Japanese,Japan
George Tillman Jr.,117,37432299,The Longest Ride?,50041,34000000,2015,7.1,23000,English,USA
Rand Ravich,107,10654581,The Astronaut's Wife?,45497,34000000,1999,5.3,1000,English,USA
Hugh Hudson,52,6543194,I Dreamed of Africa?,3740,34000000,2000,5.6,314,English,USA
Gabriele Muccino,135,13101142,Playing for Keeps?,23916,35000000,2012,5.7,0,English,USA
Justin Chadwick,211,8324748,Mandela: Long Walk to Freedom?,21223,35000000,2013,7.1,13000,English,UK
Warren Beatty,57,,Reds?,16255,35000000,1981,7.5,0,English,USA
Rob Reiner,81,141340178,A Few Good Men?,181879,40000000,1992,7.6,0,English,USA
Andrzej Bartkowiak,107,51758599,Exit Wounds?,27580,33000000,2001,5.5,742,English,USA
Raja Gosnell,100,117559438,Big Momma's House?,66941,30000000,2000,5.1,1000,English,USA
Jeremy Degruson,60,4091,Thunder and the House of Magic?,4265,34000000,2013,6.3,0,English,Belgium
Chris Gorak,195,21426805,The Darkest Hour?,49312,30000000,2011,4.9,0,English,USA
Scott Speer,121,35057332,Step Up Revolution?,45394,33000000,2012,6.5,19000,English,USA
David R. Ellis,285,34014398,Snakes on a Plane?,115649,33000000,2006,5.6,4000,English,Germany
Joe Charbanic,103,28927720,The Watcher?,22220,33000000,2000,5.3,463,English,USA
Jonathan Hensleigh,192,33682273,The Punisher?,124242,33000000,2004,6.5,4000,English,USA
Danny Cannon,90,4280577,Goal! The Dream Begins?,50919,10000000,2005,6.8,0,English,USA
Boaz Yakin,258,17120019,Safe?,83097,30000000,2012,6.5,12000,English,USA
Mike Newell,56,8406264,Pushing Tin?,24826,38000000,1999,6,783,English,USA
Richard Marquand,197,309125409,Star Wars: Episode VI - Return of the Jedi?,681857,32500000,1983,8.4,14000,English,USA
Neil Marshall,254,10955425,Doomsday?,62770,30000000,2008,6,0,English,UK
Stephen Daldry,299,34180954,The Reader?,189812,32000000,2008,7.6,15000,English,USA
David Wain,163,17225675,Wanderlust?,62198,,2012,5.6,0,English,USA
Jon Favreau,152,173381405,Elf?,147597,33000000,2003,6.9,21000,English,USA
Jon Turteltaub,53,104632573,Phenomenon?,63839,32000000,1996,6.4,0,English,USA
Brian Levant,67,81150692,Snow Dogs?,20219,35000000,2002,5.1,0,English,Canada
Richard Donner,88,60328558,Scrooged?,61396,32000000,1988,7,11000,English,USA
Jared Hess,163,80197993,Nacho Libre?,65551,32000000,2006,5.7,0,English,Germany
Paul Feig,371,169076745,Bridesmaids?,218711,32500000,2011,6.8,27000,English,USA
Evan Goldberg,418,101470202,This Is the End?,310540,32000000,2013,6.7,97000,English,USA
Rupert Wainwright,131,50041732,Stigmata?,54390,29000000,1999,6.2,0,English,USA
George Tillman Jr.,98,48814909,Men of Honor?,89424,32000000,2000,7.2,0,English,USA
John Luessenhop,119,57744720,Takers?,46961,20000000,2010,6.2,0,English,USA
Justin Zackham,133,21784432,The Big Wedding?,37493,35000000,2013,5.6,0,English,USA
John Whitesell,88,37911876,"Big Mommas: Like Father, Like Son?",19671,32000000,2011,4.4,0,English,USA
Duncan Jones,522,54696902,Source Code?,379462,32000000,2011,7.5,56000,English,USA
Frank Marshall,43,36733909,Alive?,38949,32000000,1993,7.1,0,English,USA
Joel Schumacher,224,35063732,The Number 23?,164608,32000000,2007,6.4,10000,English,USA
Jean-Pierre Jeunet,122,99462,The Young and Prodigious T.S. Spivet?,11347,33000000,2013,7.1,5000,English,France
Steven Spielberg,56,,1941?,25193,35000000,1979,5.9,2000,English,USA
John Gatins,75,32701088,Dreamer: Inspired by a True Story?,10018,32000000,2005,6.9,0,English,USA
David Cronenberg,441,31493782,A History of Violence?,186606,32000000,2005,7.5,0,English,USA
Louis Leterrier,163,43095600,Transporter 2?,156267,32000000,2005,6.3,0,English,France
Sam Raimi,63,18636537,The Quick and the Dead?,69197,32000000,1995,6.4,0,English,Japan
Peter Howitt,90,17848322,Laws of Attraction?,18771,28000000,2004,5.9,702,English,Ireland
Martin Scorsese,163,16640210,Bringing Out the Dead?,53028,55000000,1999,6.8,0,English,USA
Miguel Sapochnik,197,13763130,Repo Men?,87768,32000000,2010,6.3,12000,English,USA
Hyung-rae Shim,93,10956379,Dragon Wars: D-War?,21506,35000000,2007,3.6,0,English,South Korea
Norman Jewison,15,4357000,Bogus?,5176,30000000,1996,5.3,350,English,USA
Don Scardino,260,22525921,The Incredible Burt Wonderstone?,60596,30000000,2013,5.9,13000,English,USA
Mark Dindal,18,3562749,Cats Don't Dance?,5600,32000000,1997,6.9,643,English,USA
Tim Robbins,70,2899970,Cradle Will Rock?,8039,32000000,1999,6.9,625,English,USA
Steven Soderbergh,183,1304837,The Good German?,21481,32000000,2006,6.1,559,English,USA
Tom Reeve,12,,George and the Dragon?,3088,32000000,2004,5.7,290,English,USA
Francis Ford Coppola,261,78800000,Apocalypse Now?,450676,31500000,1979,8.5,19000,English,USA
Nanette Burstein,167,17797316,Going the Distance?,50523,32000000,2010,6.3,0,English,USA
Stephen Herek,42,82528097,Mr. Holland's Opus?,30230,6500000,1995,7.3,0,English,USA
Ariel Vromen,130,14268533,Criminal?,17319,31500000,2016,6.3,0,English,UK
Sydney Pollack,66,87100000,Out of Africa?,52339,31000000,1985,7.2,0,English,USA
Robert Zemeckis,449,93749203,Flight?,264047,31000000,2012,7.3,64000,English,USA
Lewis Gilbert,121,62700000,Moonraker?,69534,34000000,1979,6.3,0,English,UK
Wes Anderson,536,59073773,The Grand Budapest Hotel?,475518,25000000,2014,8.1,149000,English,USA
Scott Hicks,135,24185781,Hearts in Atlantis?,30339,31000000,2001,6.9,0,English,USA
Frank Marshall,74,53133888,Arachnophobia?,50389,31000000,1990,6.3,0,English,USA
Gregory Hoblit,168,44983704,Frequency?,81866,31000000,2000,7.3,0,English,USA
Paul Feig,464,118099659,Ghostbusters?,69790,144000000,2016,5.5,62000,English,USA
John Francis Daley,204,58879132,Vacation?,66123,31000000,2015,6.1,28000,English,USA
Barry Sonnenfeld,96,72077000,Get Shorty?,62986,30250000,1995,6.9,0,English,USA
Rob Marshall,223,170684505,Chicago?,172080,45000000,2002,7.2,0,English,USA
Dennis Dugan,112,163479795,Big Daddy?,161858,34200000,1999,6.4,0,English,USA
J.B. Rogers,142,145096820,American Pie 2?,200260,30000000,2001,6.4,0,English,USA
John Lasseter,166,191796233,Toy Story?,623757,30000000,1995,8.3,0,English,USA
Jan de Bont,114,121248145,Speed?,260981,25000000,1994,7.2,0,English,USA
Michael Sucsy,214,125014030,The Vow?,145852,30000000,2012,6.8,32000,English,USA
Tom Vaughan,126,11854694,Extraordinary Measures?,14281,31000000,2010,6.5,0,English,USA
Boaz Yakin,157,115648585,Remember the Titans?,160776,30000000,2000,7.8,0,English,USA
John McTiernan,104,122012643,The Hunt for Red October?,143696,30000000,1990,7.6,0,English,USA
Lee Daniels,304,116631310,Lee Daniels' The Butler?,87665,30000000,2013,7.2,41000,English,USA
Rawson Marshall Thurber,191,114324072,Dodgeball: A True Underdog Story?,185338,20000000,2004,6.7,0,English,USA
Barry Sonnenfeld,55,113502246,The Addams Family?,96607,38000000,1991,6.8,5000,English,USA
Steve Oedekerk,59,108360000,Ace Ventura: When Nature Calls?,160321,30000000,1995,6.3,0,English,USA
Garry Marshall,108,108244774,The Princess Diaries?,94049,37000000,2001,6.2,0,English,USA
Hugh Wilson,50,105444419,The First Wives Club?,31817,26000000,1996,6.2,0,English,USA
David Fincher,216,100125340,Se7en?,1023511,33000000,1995,8.6,39000,English,USA
Neill Blomkamp,472,115646235,District 9?,531737,30000000,2009,8,22000,English,South Africa
Stephen Hillenburg,89,85416609,The SpongeBob SquarePants Movie?,58906,30000000,2004,7,0,English,USA
Clint Eastwood,229,90135191,Mystic River?,338415,25000000,2003,8,12000,English,USA
